NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	298472	298943
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	602044	602110
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	1441450	1441600
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	1901346	1901351
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	3371258	3371282
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	3535121	3535605
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	3535143	3535635
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	3535164	3535662
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	3535233	3535700
#Calculation and writing of high density regions has completed.
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	298472	298943
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	602044	602110
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	1441450	1441600
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	1901346	1901351
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	3371258	3371282
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	3535121	3535605
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	3535143	3535635
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	3535164	3535662
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	3535233	3535700
#Calculation and writing of high density regions has completed.
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	298472	298943
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	602044	602110
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	608765	608855
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	1031558	1031571
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	1441450	1441600
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	1901346	1901351
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	2330675	2330869
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	3371258	3371282
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	3535121	3535605
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	3535143	3535635
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	3535164	3535662
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	3535233	3535700
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	4112031	4112032
#Calculation and writing of high density regions has completed.
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	298472	298943
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	602044	602110
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	608765	608855
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	1031558	1031571
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	1441450	1441600
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	1901346	1901351
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	2330675	2330869
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	3371258	3371282
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	3535121	3535605
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	3535143	3535635
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	3535164	3535662
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	3535233	3535700
#Calculation and writing of high density regions has completed.
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	298472	298943
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	602044	602110
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	608765	608855
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	1031558	1031571
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	1441450	1441600
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	1901346	1901351
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	2330675	2330869
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	3371258	3371282
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	3535121	3535605
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	3535143	3535635
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	3535164	3535662
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	3535233	3535700
#Calculation and writing of high density regions has completed.
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	298472	298943
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	298943	299021
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	602044	602110
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	1441450	1441600
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	1901346	1901351
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	3371258	3371282
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	3535121	3535605
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	3535143	3535635
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	3535164	3535662
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	3535233	3535700
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	3748931	3748932
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	3755991	3756439
NC_011083.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_complete	4482211	4482663
